<Link: 1 comp; 4 cross>,1
<Link: 1 comp; 4 cross>,1
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 5 cross>,1
<Link: 1 comp; 5 cross>,1
<Link: 1 comp; 5 cross>,2
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 12 cross>,2
<Link: 1 comp; 6 cross>,1
<Link: 1 comp; 6 cross>,1
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,2
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 26 cross>,4
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 18 cross>,2
<Link: 1 comp; 9 cross>,1
<Link: 1 comp; 9 cross>,1
<Link: 1 comp; 9 cross>,2
<Link: 1 comp; 9 cross>,3
<Link: 1 comp; 9 cross>,3
<Link: 1 comp; 3 cross>,1
<Link: 1 comp; 4 cross>,1
<Link: 1 comp; 4 cross>,1
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 5 cross>,1
<Link: 1 comp; 5 cross>,1
<Link: 1 comp; 5 cross>,2
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 5 cross>,1
<Link: 1 comp; 6 cross>,1
<Link: 1 comp; 6 cross>,1
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,1
<Link: 1 comp; 6 cross>,1
<Link: 1 comp; 6 cross>,3
<Link: 1 comp; 6 cross>,3
<Link: 1 comp; 6 cross>,3
<Link: 1 comp; 6 cross>,3
<Link: 1 comp; 6 cross>,3
<Link: 1 comp; 6 cross>,1
<Link: 1 comp; 6 cross>,1
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,2
<Link: 1 comp; 7 cross>,2
<Link: 1 comp; 7 cross>,2
<Link: 1 comp; 7 cross>,2
<Link: 1 comp; 7 cross>,2
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,2
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,2
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 8 cross>,3
<Link: 1 comp; 8 cross>,3
<Link: 1 comp; 8 cross>,3
<Link: 1 comp; 8 cross>,3
<Link: 1 comp; 8 cross>,3
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 8 cross>,3
<Link: 1 comp; 8 cross>,3
<Link: 1 comp; 8 cross>,3
<Link: 1 comp; 8 cross>,3
<Link: 1 comp; 8 cross>,3
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 4 cross>,1
<Link: 1 comp; 4 cross>,1
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 4 cross>,2
<Link: 1 comp; 5 cross>,1
<Link: 1 comp; 5 cross>,1
<Link: 1 comp; 5 cross>,2
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 5 cross>,3
<Link: 1 comp; 12 cross>,2
<Link: 1 comp; 6 cross>,1
<Link: 1 comp; 6 cross>,1
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 6 cross>,2
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,1
<Link: 1 comp; 7 cross>,2
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 7 cross>,3
<Link: 1 comp; 26 cross>,4
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 18 cross>,2
<Link: 1 comp; 9 cross>,1
<Link: 1 comp; 9 cross>,1
<Link: 1 comp; 9 cross>,2
<Link: 1 comp; 9 cross>,3
<Link: 1 comp; 9 cross>,3
<Link: 1 comp; 9 cross>,3
<Link: 1 comp; 9 cross>,3
<Link: 1 comp; 34 cross>,4
<Link: 1 comp; 23 cross>,3
<Link: 1 comp; 24 cross>,2
<Link: 1 comp; 30 cross>,4
<Link: 1 comp; 30 cross>,4
<Link: 1 comp; 9 cross>,1
<Link: 1 comp; 9 cross>,1
<Link: 1 comp; 9 cross>,2
<Link: 1 comp; 9 cross>,2
<Link: 1 comp; 9 cross>,2
<Link: 1 comp; 9 cross>,2
<Link: 1 comp; 9 cross>,2
<Link: 1 comp; 10 cross>,1
<Link: 1 comp; 10 cross>,1
<Link: 1 comp; 10 cross>,3
<Link: 1 comp; 10 cross>,3
<Link: 1 comp; 10 cross>,3
<Link: 1 comp; 10 cross>,3
<Link: 1 comp; 10 cross>,3
<Link: 1 comp; 21 cross>,3
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 8 cross>,1
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 8 cross>,2
<Link: 1 comp; 14 cross>,2
<Link: 1 comp; 11 cross>,1
<Link: 1 comp; 11 cross>,1
<Link: 1 comp; 11 cross>,2
<Link: 1 comp; 11 cross>,2
<Link: 1 comp; 11 cross>,2
