Name,Genus-3D,L-space
13a_120,4,No
13a_121,4,No
13a_122,3,No
13a_123,4,No
13a_124,5,No
13a_125,4,No
13a_126,3,No
13a_127,3,No
13a_128,4,No
13a_129,4,No
13a_130,4,No
13a_131,3,No
13a_132,3,No
13a_133,4,No
13a_134,3,No
13a_135,4,No
13a_136,4,No
13a_137,4,No
13a_138,4,No
13a_139,5,No
13a_140,4,No
13a_141,4,No
13a_142,4,No
13a_143,4,No
13a_144,4,No
13a_145,4,No
13a_146,4,No
13a_147,4,No
13a_148,3,No
13a_149,3,No
13a_150,3,No
13a_151,4,No
13a_152,4,No
13a_153,3,No
13a_154,3,No
13a_155,3,No
13a_156,4,No
13a_157,4,No
13a_158,3,No
13a_159,3,No
13a_160,4,No
13a_161,4,No
13a_162,4,No
13a_163,3,No
13a_164,4,No
13a_165,4,No
13a_166,4,No
13a_167,5,No
13a_168,4,No
13a_169,4,No
13a_170,3,No
13a_171,4,No
13a_172,3,No
13a_173,2,No
13a_174,4,No
13a_175,3,No
13a_176,5,No
13a_177,4,No
13a_178,4,No
13a_179,4,No
13a_180,3,No
13a_181,5,No
13a_182,4,No
13a_183,4,No
13a_184,5,No
13a_185,4,No
13a_186,5,No
13a_187,4,No
13a_188,5,No
13a_189,4,No
13a_190,4,No
13a_191,3,No
13a_192,4,No
13a_193,4,No
13a_194,4,No
13a_195,4,No
13a_196,4,No
13a_197,4,No
13a_198,4,No
13a_199,4,No
13a_200,5,No
13a_201,4,No
13a_202,3,No
13a_203,4,No
13a_204,4,No
13a_205,5,No
13a_206,4,No
13a_207,4,No
13a_208,4,No
13a_209,4,No
13a_210,3,No
13a_211,4,No
13a_212,4,No
13a_213,4,No
13a_214,4,No
13a_215,4,No
13a_216,3,No
13a_217,3,No
13a_218,4,No
13a_219,3,No
13a_220,5,No
13a_221,4,No
13a_222,4,No
13a_223,3,No
13a_224,3,No
13a_225,4,No
13a_226,3,No
13a_227,4,No
13a_228,3,No
13a_229,4,No
13a_230,3,No
13a_231,3,No
13a_232,4,No
13a_233,4,No
13a_234,4,No
13a_235,5,No
13a_236,5,No
13a_237,5,No
13a_238,4,No
13a_239,5,No
13a_240,4,No
13a_241,4,No
13a_242,5,No
13a_243,5,No
13a_244,5,No
13a_245,4,No
13a_246,4,No
13a_247,4,No
13a_248,3,No
13a_249,4,No
13a_250,4,No
13a_251,3,No
13a_252,3,No
13a_253,5,No
13a_254,5,No
13a_255,4,No
13a_256,5,No
13a_257,4,No
13a_258,4,No
13a_259,4,No
13a_260,5,No
13a_261,4,No
13a_262,4,No
13a_263,3,No
13a_264,4,No
13a_265,5,No
13a_266,4,No
13a_267,3,No
13a_268,4,No
13a_269,4,No
13a_270,5,No
13a_271,5,No
13a_272,5,No
13a_273,4,No
13a_274,4,No
13a_275,4,No
13a_276,4,No
13a_277,3,No
13a_278,4,No
13a_279,4,No
13a_280,3,No
13a_281,4,No
13a_282,4,No
13a_283,4,No
13a_284,4,No
13a_285,3,No
13a_286,4,No
13a_287,4,No
13a_288,3,No
13a_289,3,No
13a_290,5,No
13a_291,5,No
13a_292,4,No
13a_293,4,No
13a_294,4,No
13a_295,3,No
13a_296,3,No
13a_297,4,No
13a_298,3,No
13a_299,4,No
13a_300,4,No
13a_301,4,No
13a_302,3,No
13a_303,4,No
13a_304,4,No
13a_305,4,No
13a_306,4,No
13a_307,4,No
13a_308,4,No
13a_309,4,No
13a_310,4,No
13a_311,5,No
13a_312,4,No
13a_313,5,No
13a_314,4,No
13a_315,3,No
13a_316,4,No
13a_317,5,No
13a_318,4,No
13a_319,3,No
13a_320,4,No
13a_321,4,No
13a_322,4,No
13a_323,4,No
13a_324,4,No
13a_325,4,No
13a_326,4,No
13a_327,3,No
13a_328,4,No
13a_329,4,No
13a_330,5,No
13a_331,4,No
13a_332,4,No
13a_333,4,No
13a_334,3,No
13a_335,5,No
13a_336,5,No
13a_337,5,No
13a_338,4,No
13a_339,3,No
13a_340,4,No
13a_341,4,No
13a_342,4,No
13a_343,4,No
13a_344,5,No
13a_345,4,No
13a_346,4,No
13a_347,4,No
13a_348,4,No
13a_349,4,No
13a_350,4,No
13a_351,4,No
13a_352,3,No
13a_353,4,No
13a_354,4,No
13a_355,3,No
13a_356,4,No
13a_357,3,No
13a_358,4,No
13a_359,5,No
13a_360,4,No
13a_361,5,No
13a_362,4,No
13a_363,4,No
13a_364,4,No
13a_365,4,No
13a_366,4,No
13a_367,3,No
13a_368,3,No
13a_369,4,No
13a_370,4,No
13a_371,3,No
13a_372,4,No
13a_373,5,No
13a_374,5,No
13a_375,5,No
13a_376,5,No
13a_377,4,No
13a_378,4,No
13a_379,3,No
13a_380,2,No
13a_381,4,No
13a_382,3,No
13a_383,4,No
13a_384,4,No
13a_385,4,No
13a_386,4,No
13a_387,4,No
13a_388,4,No
13a_389,4,No
13a_390,4,No
13a_391,5,No
13a_392,5,No
13a_393,5,No
13a_394,4,No
13a_395,5,No
13a_396,4,No
13a_397,4,No
13a_398,4,No
13a_399,3,No
13a_400,4,No
13a_401,4,No
13a_402,3,No
13a_403,4,No
13a_404,4,No
13a_405,5,No
13a_406,4,No
13a_407,4,No
13a_408,4,No
13a_409,5,No
13a_410,4,No
13a_411,4,No
13a_412,4,No
13a_413,5,No
13a_414,4,No
13a_415,4,No
13a_416,4,No
13a_417,3,No
13a_418,3,No
13a_419,4,No
13a_420,3,No
13a_421,3,No
13a_422,3,No
13a_423,4,No
13a_424,3,No
13a_425,4,No
13a_426,3,No
13a_427,3,No
13a_428,2,No
13a_429,4,No
13a_430,4,No
13a_431,4,No
13a_432,3,No
13a_433,4,No
13a_434,4,No
13a_435,4,No
13a_436,4,No
13a_437,3,No
13a_438,4,No
13a_439,4,No
13a_440,4,No
13a_441,4,No
13a_442,4,No
13a_443,4,No
13a_444,3,No
13a_445,4,No
13a_446,5,No
13a_447,4,No
13a_448,4,No
13a_449,3,No
13a_450,4,No
13a_451,4,No
13a_452,4,No
13a_453,3,No
13a_454,4,No
13a_455,4,No
13a_456,3,No
13a_457,5,No
13a_458,5,No
13a_459,4,No
13a_460,5,No
13a_461,4,No
13a_462,5,No
13a_463,4,No
13a_464,5,No
13a_465,4,No
13a_466,4,No
13a_467,4,No
13a_468,3,No
13a_469,4,No
13a_470,4,No
13a_471,5,No
13a_472,4,No
13a_473,3,No
13a_474,3,No
13a_475,4,No
13a_476,4,No
13a_477,3,No
13a_478,4,No
13a_479,4,No
13a_480,4,No
13a_481,4,No
13a_482,5,No
13a_483,5,No
13a_484,5,No
13a_485,5,No
13a_486,3,No
13a_487,5,No
13a_488,4,No
13a_489,3,No
13a_490,4,No
13a_491,3,No
13a_492,4,No
13a_493,3,No
13a_494,4,No
13a_495,4,No
13a_496,4,No
13a_497,4,No
13a_498,3,No
13a_499,4,No
13a_500,4,No
13a_501,5,No
13a_502,4,No
13a_503,4,No
13a_504,4,No
13a_505,4,No
13a_506,3,No
13a_507,3,No
13a_508,4,No
13a_509,3,No
13a_510,3,No
13a_511,4,No
13a_512,4,No
13a_513,4,No
13a_514,4,No
13a_515,3,No
13a_516,4,No
13a_517,3,No
13a_518,4,No
13a_519,5,No
13a_520,4,No
13a_521,3,No
13a_522,3,No
13a_523,4,No
13a_524,4,No
13a_525,4,No
13a_526,3,No
13a_527,4,No
13a_528,5,No
13a_529,4,No
13a_530,4,No
13a_531,4,No
13a_532,3,No
13a_533,4,No
13a_534,3,No
13a_535,5,No
13a_536,4,No
13a_537,4,No
13a_538,4,No
13a_539,4,No
13a_540,4,No
13a_541,4,No
13a_542,4,No
13a_543,3,No
13a_544,5,No
13a_545,4,No
13a_546,4,No
13a_547,3,No
13a_548,4,No
13a_549,4,No
13a_550,5,No
13a_551,3,No
13a_552,2,No
13a_553,3,No
13a_554,4,No
13a_555,4,No
13a_556,4,No
13a_557,5,No
13a_558,4,No
13a_559,4,No
13a_560,4,No
13a_561,4,No
13a_562,4,No
13a_563,3,No
13a_564,3,No
13a_565,3,No
13a_566,4,No
13a_567,4,No
13a_568,3,No
13a_569,4,No
13a_570,4,No
13a_571,3,No
13a_572,4,No
13a_573,4,No
13a_574,4,No
13a_575,4,No
13a_576,3,No
13a_577,3,No
13a_578,3,No
13a_579,2,No
13a_580,4,No
13a_581,4,No
13a_582,3,No
13a_583,4,No
13a_584,3,No
13a_585,3,No
13a_586,3,No
13a_587,4,No
13a_588,3,No
13a_589,3,No
13a_590,4,No
13a_591,3,No
13a_592,3,No
13a_593,4,No
13a_594,4,No
13a_595,4,No
13a_596,4,No
13a_597,3,No
13a_598,3,No
13a_599,4,No
13a_600,3,No
13a_601,4,No
13a_602,4,No
13a_603,4,No
13a_604,4,No
13a_605,4,No
13a_606,4,No
13a_607,3,No
13a_608,4,No
13a_609,4,No
13a_610,4,No
13a_611,4,No
13a_612,4,No
13a_613,4,No
13a_614,3,No
13a_615,4,No
13a_616,5,No
13a_617,4,No
13a_618,4,No
13a_619,3,No
13a_620,3,No
13a_621,4,No
13a_622,4,No
13a_623,4,No
13a_624,5,No
13a_625,4,No
13a_626,4,No
13a_627,3,No
13a_628,3,No
13a_629,4,No
13a_630,4,No
13a_631,5,No
13a_632,4,No
13a_633,4,No
13a_634,3,No
13a_635,4,No
13a_636,5,No
13a_637,4,No
13a_638,4,No
13a_639,3,No
13a_640,2,No
13a_641,4,No
13a_642,4,No
13a_643,4,No
13a_644,3,No
13a_645,3,No
13a_646,5,No
13a_647,4,No
13a_648,4,No
13a_649,4,No
13a_650,3,No
13a_651,3,No
13a_652,2,No
13a_653,3,No
13a_654,3,No
13a_655,3,No
13a_656,2,No
13a_657,4,No
13a_658,4,No
13a_659,3,No
13a_660,4,No
13a_661,3,No
13a_662,3,No
13a_663,3,No
13a_664,4,No
13a_665,4,No
13a_666,3,No
13a_667,2,No
13a_668,4,No
13a_669,3,No
13a_670,5,No
13a_671,4,No
13a_672,4,No
13a_673,3,No
13a_674,5,No
13a_675,4,No
13a_676,4,No
13a_677,3,No
13a_678,5,No
13a_679,4,No
13a_680,4,No
13a_681,3,No
13a_682,3,No
13a_683,4,No
13a_684,4,No
13a_685,3,No
13a_686,3,No
13a_687,4,No
13a_688,4,No
13a_689,3,No
13a_690,4,No
13a_691,4,No
13a_692,4,No
13a_693,5,No
13a_694,4,No
13a_695,5,No
13a_696,4,No
13a_697,5,No
13a_698,4,No
13a_699,4,No
13a_700,4,No
13a_701,5,No
13a_702,4,No
13a_703,4,No
13a_704,5,No
13a_705,4,No
13a_706,5,No
13a_707,4,No
13a_708,5,No
13a_709,4,No
13a_710,4,No
13a_711,3,No
13a_712,4,No
13a_713,4,No
13a_714,5,No
13a_715,4,No
13a_716,4,No
13a_717,4,No
13a_718,3,No
13a_719,4,No
13a_720,3,No
13a_721,5,No
13a_722,4,No
13a_723,4,No
13a_724,5,No
13a_725,4,No
13a_726,4,No
13a_727,5,No
13a_728,4,No
13a_729,5,No
13a_730,4,No
13a_731,4,No
13a_732,3,No
13a_733,4,No
13a_734,4,No
13a_735,3,No
13a_736,4,No
13a_737,3,No
13a_738,4,No
13a_739,4,No
13a_740,4,No
13a_741,5,No
13a_742,4,No
13a_743,4,No
13a_744,3,No
13a_745,4,No
13a_746,4,No
13a_747,5,No
13a_748,5,No
13a_749,4,No
13a_750,4,No
13a_751,4,No
13a_752,4,No
13a_753,5,No
13a_754,4,No
13a_755,4,No
13a_756,3,No
13a_757,4,No
13a_758,4,No
13a_759,4,No
13a_760,4,No
13a_761,4,No
13a_762,4,No
13a_763,5,No
13a_764,4,No
13a_765,4,No
13a_766,5,No
13a_767,4,No
13a_768,5,No
13a_769,4,No
13a_770,4,No
13a_771,4,No
13a_772,4,No
13a_773,4,No
13a_774,4,No
13a_775,4,No
13a_776,3,No
13a_777,4,No
13a_778,3,No
13a_779,4,No
13a_780,4,No
13a_781,3,No
13a_782,4,No
13a_783,4,No
13a_784,4,No
13a_785,4,No
13a_786,4,No
13a_787,4,No
13a_788,3,No
13a_789,4,No
13a_790,4,No
13a_791,4,No
13a_792,4,No
13a_793,3,No
13a_794,4,No
13a_795,4,No
13a_796,3,No
13a_797,5,No
13a_798,5,No
13a_799,4,No
13a_800,4,No
13a_801,4,No
13a_802,4,No
13a_803,4,No
13a_804,3,No
13a_805,4,No
13a_806,5,No
13a_807,4,No
13a_808,4,No
13a_809,3,No
13a_810,3,No
13a_811,3,No
13a_812,4,No
13a_813,4,No
13a_814,3,No
13a_815,4,No
13a_816,3,No
13a_817,5,No
13a_818,4,No
13a_819,4,No
13a_820,3,No
13a_821,4,No
13a_822,4,No
13a_823,5,No
13a_824,4,No
13a_825,5,No
13a_826,4,No
13a_827,4,No
13a_828,4,No
13a_829,3,No
13a_830,3,No
13a_831,3,No
13a_832,4,No
13a_833,3,No
13a_834,4,No
13a_835,4,No
13a_836,5,No
13a_837,4,No
13a_838,3,No
13a_839,4,No
13a_840,3,No
13a_841,5,No
13a_842,4,No
13a_843,4,No
13a_844,3,No
13a_845,4,No
13a_846,4,No
13a_847,3,No
13a_848,3,No
13a_849,4,No
13a_850,4,No
13a_851,4,No
13a_852,4,No
13a_853,3,No
13a_854,3,No
13a_855,4,No
13a_856,4,No
13a_857,3,No
13a_858,4,No
13a_859,3,No
13a_860,4,No
13a_861,5,No
13a_862,4,No
13a_863,4,No
13a_864,3,No
13a_865,4,No
13a_866,3,No
13a_867,4,No
13a_868,3,No
13a_869,2,No
13a_870,4,No
13a_871,3,No
13a_872,4,No
13a_873,4,No
13a_874,4,No
13a_875,4,No
13a_876,3,No
13a_877,4,No
13a_878,3,No
13a_879,3,No
13a_880,2,No
13a_881,4,No
13a_882,4,No
13a_883,5,No
13a_884,4,No
13a_885,4,No
13a_886,4,No
13a_887,4,No
13a_888,4,No
13a_889,3,No
13a_890,3,No
13a_891,5,No
13a_892,4,No
13a_893,4,No
13a_894,4,No
13a_895,4,No
13a_896,3,No
13a_897,4,No
13a_898,4,No
13a_899,5,No
13a_900,4,No
13a_901,3,No
13a_902,4,No
13a_903,4,No
13a_904,4,No
13a_905,3,No
13a_906,4,No
13a_907,3,No
13a_908,4,No
13a_909,3,No
13a_910,4,No
13a_911,3,No
13a_912,3,No
13a_913,2,No
13a_914,4,No
13a_915,3,No
13a_916,4,No
13a_917,4,No
13a_918,3,No
13a_919,5,No
13a_920,5,No
13a_921,4,No
13a_922,4,No
13a_923,3,No
13a_924,5,No
13a_925,4,No
13a_926,5,No
13a_927,4,No
13a_928,4,No
13a_929,4,No
13a_930,4,No
13a_931,4,No
13a_932,4,No
13a_933,3,No
13a_934,5,No
13a_935,4,No
13a_936,4,No
13a_937,3,No
13a_938,5,No
13a_939,4,No
13a_940,5,No
13a_941,4,No
13a_942,5,No
13a_943,4,No
13a_944,4,No
13a_945,5,No
13a_946,4,No
13a_947,5,No
13a_948,5,No
13a_949,4,No
13a_950,5,No
13a_951,4,No
13a_952,4,No
13a_953,4,No
13a_954,4,No
13a_955,4,No
13a_956,4,No
13a_957,4,No
13a_958,4,No
13a_959,5,No
13a_960,4,No
13a_961,5,No
13a_962,4,No
13a_963,4,No
13a_964,4,No
13a_965,4,No
13a_966,4,No
13a_967,4,No
13a_968,4,No
13a_969,3,No
13a_970,4,No
13a_971,4,No
13a_972,4,No
13a_973,3,No
13a_974,4,No
13a_975,4,No
13a_976,4,No
13a_977,5,No
13a_978,5,No
13a_979,4,No
13a_980,3,No
13a_981,4,No
13a_982,4,No
13a_983,3,No
13a_984,3,No
13a_985,4,No
13a_986,4,No
13a_987,4,No
13a_988,4,No
13a_989,3,No
13a_990,4,No
13a_991,3,No
13a_992,4,No
13a_993,4,No
13a_994,5,No
13a_995,5,No
13a_996,4,No
13a_997,4,No
13a_998,3,No
13a_999,5,No
13a_1000,4,No
13a_1001,4,No
13a_1002,4,No
13a_1003,3,No
13a_1004,3,No
13a_1005,4,No
13a_1006,3,No
13a_1007,3,No
13a_1008,4,No
13a_1009,4,No
13a_1010,5,No
13a_1011,5,No
13a_1012,4,No
13a_1013,4,No
13a_1014,4,No
13a_1015,3,No
13a_1016,4,No
13a_1017,3,No
13a_1018,4,No
13a_1019,3,No
13a_1020,3,No
13a_1021,3,No
13a_1022,4,No
13a_1023,3,No
13a_1024,4,No
13a_1025,4,No
13a_1026,3,No
13a_1027,4,No
13a_1028,4,No
13a_1029,4,No
13a_1030,3,No
13a_1031,4,No
13a_1032,3,No
13a_1033,4,No
13a_1034,5,No
13a_1035,3,No
13a_1036,3,No
13a_1037,4,No
13a_1038,3,No
13a_1039,4,No
13a_1040,4,No
13a_1041,4,No
13a_1042,3,No
13a_1043,4,No
13a_1044,3,No
13a_1045,3,No
13a_1046,2,No
13a_1047,4,No
13a_1048,3,No
13a_1049,4,No
13a_1050,3,No
13a_1051,3,No
13a_1052,4,No
13a_1053,4,No
13a_1054,4,No
13a_1055,4,No
13a_1056,4,No
13a_1057,4,No
13a_1058,3,No
13a_1059,4,No
13a_1060,4,No
13a_1061,3,No
13a_1062,2,No
13a_1063,4,No
13a_1064,3,No
13a_1065,4,No
13a_1066,5,No
13a_1067,4,No
13a_1068,4,No
13a_1069,5,No
13a_1070,4,No
13a_1071,4,No
13a_1072,4,No
13a_1073,4,No
13a_1074,3,No
13a_1075,4,No
13a_1076,5,No
13a_1077,5,No
13a_1078,4,No
13a_1079,5,No
13a_1080,5,No
13a_1081,4,No
13a_1082,3,No
13a_1083,4,No
13a_1084,3,No
13a_1085,4,No
13a_1086,4,No
13a_1087,4,No
13a_1088,4,No
13a_1089,4,No
13a_1090,3,No
13a_1091,4,No
13a_1092,4,No
13a_1093,4,No
13a_1094,5,No
13a_1095,4,No
13a_1096,3,No
13a_1097,4,No
13a_1098,4,No
13a_1099,3,No
13a_1100,5,No
13a_1101,5,No
13a_1102,4,No
13a_1103,4,No
13a_1104,3,No
13a_1105,4,No
13a_1106,4,No
13a_1107,4,No
13a_1108,4,No
13a_1109,3,No
13a_1110,5,No
13a_1111,4,No
13a_1112,4,No
13a_1113,3,No
13a_1114,4,No
13a_1115,4,No
13a_1116,3,No
13a_1117,3,No
13a_1118,4,No
13a_1119,4,No
13a_1120,3,No
13a_1121,5,No
13a_1122,5,No
13a_1123,4,No
13a_1124,3,No
13a_1125,4,No
13a_1126,4,No
13a_1127,3,No
13a_1128,4,No
13a_1129,4,No
13a_1130,4,No
13a_1131,5,No
13a_1132,4,No
13a_1133,4,No
13a_1134,5,No
13a_1135,4,No
13a_1136,4,No
13a_1137,3,No
13a_1138,4,No
13a_1139,4,No
13a_1140,3,No
13a_1141,5,No
13a_1142,4,No
13a_1143,4,No
13a_1144,3,No
13a_1145,4,No
13a_1146,4,No
13a_1147,3,No
13a_1148,3,No
13a_1149,5,No
13a_1150,4,No
13a_1151,4,No
13a_1152,4,No
13a_1153,4,No
13a_1154,4,No
13a_1155,4,No
13a_1156,3,No
13a_1157,2,No
13a_1158,4,No
13a_1159,3,No
13a_1160,4,No
13a_1161,4,No
13a_1162,4,No
13a_1163,4,No
13a_1164,4,No
13a_1165,3,No
13a_1166,4,No
13a_1167,3,No
13a_1168,4,No
13a_1169,3,No
13a_1170,3,No
13a_1171,4,No
13a_1172,4,No
13a_1173,3,No
13a_1174,4,No
13a_1175,3,No
13a_1176,4,No
13a_1177,4,No
13a_1178,4,No
13a_1179,4,No
13a_1180,3,No
13a_1181,4,No
13a_1182,3,No
13a_1183,2,No
13a_1184,4,No
13a_1185,3,No
13a_1186,4,No
13a_1187,4,No
13a_1188,3,No
13a_1189,4,No
13a_1190,4,No
13a_1191,3,No
13a_1192,3,No
13a_1193,4,No
13a_1194,4,No
13a_1195,3,No
13a_1196,4,No
13a_1197,4,No
13a_1198,3,No
13a_1199,3,No
13a_1200,4,No
13a_1201,4,No
13a_1202,4,No
13a_1203,3,No
13a_1204,4,No
13a_1205,4,No
13a_1206,5,No
13a_1207,5,No
13a_1208,4,No
13a_1209,4,No
13a_1210,5,No
13a_1211,4,No
13a_1212,4,No
13a_1213,4,No
13a_1214,3,No
13a_1215,4,No
13a_1216,3,No
13a_1217,4,No
13a_1218,4,No
13a_1219,3,No
13a_1220,5,No
13a_1221,4,No
13a_1222,4,No
13a_1223,3,No
13a_1224,5,No
13a_1225,4,No
13a_1226,5,No
13a_1227,4,No
13a_1228,4,No
13a_1229,4,No
13a_1230,4,No
13a_1231,5,No
13a_1232,4,No
13a_1233,3,No
13a_1234,4,No
13a_1235,4,No
13a_1236,3,No
13a_1237,5,No
13a_1238,4,No
13a_1239,4,No
13a_1240,4,No
13a_1241,3,No
13a_1242,3,No
13a_1243,4,No
13a_1244,3,No
13a_1245,4,No
13a_1246,3,No
13a_1247,4,No
13a_1248,3,No
13a_1249,4,No
13a_1250,4,No
13a_1251,4,No
13a_1252,5,No
13a_1253,4,No
13a_1254,5,No
13a_1255,4,No
13a_1256,4,No
13a_1257,4,No
13a_1258,3,No
13a_1259,3,No
13a_1260,4,No
13a_1261,4,No
13a_1262,3,No
13a_1263,4,No
13a_1264,4,No
13a_1265,4,No
13a_1266,4,No
13a_1267,4,No
13a_1268,4,No
13a_1269,4,No
13a_1270,3,No
13a_1271,4,No
13a_1272,4,No
13a_1273,4,No
13a_1274,3,No
13a_1275,3,No
13a_1276,4,No
13a_1277,4,No
13a_1278,4,No
13a_1279,4,No
13a_1280,4,No
13a_1281,4,No
13a_1282,4,No
13a_1283,3,No
13a_1284,3,No
13a_1285,4,No
13a_1286,3,No
13a_1287,3,No
13a_1288,4,No
13a_1289,3,No
13a_1290,4,No
13a_1291,4,No
13a_1292,4,No
13a_1293,3,No
13a_1294,3,No
13a_1295,3,No
13a_1296,3,No
13a_1297,4,No
13a_1298,4,No
13a_1299,4,No
13a_1300,4,No
13a_1301,4,No
13a_1302,3,No
13a_1303,4,No
13a_1304,5,No
13a_1305,4,No
13a_1306,3,No
13a_1307,5,No
13a_1308,4,No
13a_1309,5,No
13a_1310,5,No
13a_1311,4,No
13a_1312,4,No
13a_1313,3,No
13a_1314,4,No
13a_1315,5,No
13a_1316,5,No
13a_1317,3,No
13a_1318,4,No
13a_1319,4,No
13a_1320,4,No
13a_1321,4,No
13a_1322,4,No
13a_1323,4,No
13a_1324,4,No
13a_1325,4,No
13a_1326,3,No
13a_1327,3,No
13a_1328,4,No
13a_1329,3,No
13a_1330,4,No
13a_1331,3,No
13a_1332,2,No
13a_1333,4,No
13a_1334,3,No
13a_1335,4,No
13a_1336,4,No
13a_1337,4,No
13a_1338,3,No
13a_1339,3,No
13a_1340,4,No
13a_1341,4,No
13a_1342,4,No
13a_1343,4,No
13a_1344,4,No
13a_1345,4,No
13a_1346,3,No
13a_1347,4,No
13a_1348,4,No
13a_1349,4,No
13a_1350,3,No
13a_1351,4,No
13a_1352,4,No
13a_1353,3,No
13a_1354,3,No
13a_1355,4,No
13a_1356,3,No
13a_1357,5,No
13a_1358,5,No
13a_1359,5,No
13a_1360,4,No
13a_1361,4,No
13a_1362,5,No
13a_1363,4,No
13a_1364,4,No
13a_1365,4,No
13a_1366,3,No
13a_1367,3,No
13a_1368,5,No
13a_1369,4,No
13a_1370,4,No
13a_1371,3,No
13a_1372,4,No
13a_1373,3,No
13a_1374,4,No
13a_1375,4,No
13a_1376,5,No
13a_1377,4,No
13a_1378,4,No
13a_1379,3,No
13a_1380,4,No
13a_1381,4,No
13a_1382,3,No
13a_1383,5,No
13a_1384,4,No
13a_1385,4,No
13a_1386,4,No
13a_1387,4,No
13a_1388,3,No
13a_1389,3,No
13a_1390,4,No
13a_1391,3,No
13a_1392,4,No
13a_1393,2,No
13a_1394,4,No
13a_1395,4,No
13a_1396,4,No
13a_1397,4,No
13a_1398,4,No
13a_1399,3,No
13a_1400,4,No
13a_1401,4,No
13a_1402,4,No
13a_1403,3,No
13a_1404,4,No
13a_1405,4,No
13a_1406,4,No
13a_1407,3,No
13a_1408,4,No
13a_1409,3,No
13a_1410,3,No
13a_1411,4,No
13a_1412,4,No
13a_1413,3,No
13a_1414,4,No
13a_1415,3,No
13a_1416,4,No
13a_1417,4,No
13a_1418,4,No
13a_1419,3,No
13a_1420,4,No
13a_1421,4,No
13a_1422,3,No
13a_1423,4,No
13a_1424,4,No
13a_1425,4,No
13a_1426,4,No
13a_1427,3,No
13a_1428,3,No
13a_1429,3,No
13a_1430,3,No
13a_1431,3,No
13a_1432,4,No
13a_1433,3,No
13a_1434,4,No
13a_1435,3,No
13a_1436,3,No
13a_1437,2,No
13a_1438,4,No
13a_1439,3,No
13a_1440,3,No
13a_1441,2,No
13a_1442,3,No
13a_1443,4,No
13a_1444,4,No
13a_1445,3,No
13a_1446,4,No
13a_1447,3,No
13a_1448,4,No
13a_1449,4,No
13a_1450,4,No
13a_1451,3,No
13a_1452,4,No
13a_1453,3,No
13a_1454,4,No
13a_1455,3,No
13a_1456,4,No
13a_1457,5,No
13a_1458,4,No
13a_1459,5,No
13a_1460,4,No
13a_1461,3,No
13a_1462,4,No
13a_1463,3,No
13a_1464,4,No
13a_1465,3,No
13a_1466,5,No
13a_1467,4,No
13a_1468,4,No
13a_1469,3,No
13a_1470,4,No
13a_1471,4,No
13a_1472,3,No
13a_1473,4,No
13a_1474,3,No
13a_1475,3,No
13a_1476,2,No
13a_1477,4,No
13a_1478,5,No
13a_1479,4,No
13a_1480,4,No
13a_1481,5,No
13a_1482,4,No
13a_1483,4,No
13a_1484,4,No
13a_1485,4,No
13a_1486,5,No
13a_1487,5,No
13a_1488,4,No
13a_1489,4,No
13a_1490,4,No
13a_1491,3,No
13a_1492,2,No
13a_1493,3,No
13a_1494,4,No
13a_1495,3,No
13a_1496,4,No
13a_1497,3,No
13a_1498,4,No
13a_1499,3,No
13a_1500,3,No
13a_1501,3,No
13a_1502,4,No
13a_1503,5,No
13a_1504,4,No
13a_1505,4,No
13a_1506,3,No
13a_1507,4,No
13a_1508,4,No
13a_1509,4,No
13a_1510,4,No
13a_1511,4,No
13a_1512,5,No
13a_1513,4,No
13a_1514,4,No
13a_1515,5,No
13a_1516,4,No
13a_1517,3,No
13a_1518,4,No
13a_1519,3,No
13a_1520,4,No
13a_1521,3,No
13a_1522,4,No
13a_1523,4,No
13a_1524,4,No
13a_1525,3,No
13a_1526,4,No
13a_1527,4,No
13a_1528,5,No
13a_1529,4,No
13a_1530,4,No
13a_1531,3,No
13a_1532,4,No
13a_1533,3,No
13a_1534,3,No
13a_1535,4,No
13a_1536,4,No
13a_1537,3,No
13a_1538,4,No
13a_1539,3,No
13a_1540,2,No
13a_1541,4,No
13a_1542,3,No
13a_1543,4,No
13a_1544,3,No
13a_1545,4,No
13a_1546,3,No
13a_1547,5,No
13a_1548,4,No
13a_1549,4,No
13a_1550,3,No
13a_1551,4,No
13a_1552,5,No
13a_1553,4,No
13a_1554,3,No
13a_1555,4,No
13a_1556,4,No
13a_1557,5,No
13a_1558,4,No
13a_1559,5,No
13a_1560,4,No
13a_1561,4,No
13a_1562,4,No
13a_1563,4,No
13a_1564,4,No
13a_1565,5,No
13a_1566,4,No
13a_1567,4,No
13a_1568,4,No
13a_1569,4,No
13a_1570,4,No
13a_1571,5,No
13a_1572,4,No
13a_1573,3,No
13a_1574,4,No
13a_1575,3,No
13a_1576,5,No
13a_1577,4,No
13a_1578,4,No
13a_1579,4,No
13a_1580,3,No
13a_1581,2,No
13a_1582,4,No
13a_1583,3,No
13a_1584,3,No
13a_1585,2,No
13a_1586,5,No
13a_1587,4,No
13a_1588,4,No
13a_1589,5,No
13a_1590,4,No
13a_1591,4,No
13a_1592,4,No
13a_1593,5,No
13a_1594,4,No
13a_1595,5,No
13a_1596,5,No
13a_1597,4,No
13a_1598,4,No
13a_1599,4,No
13a_1600,5,No
13a_1601,4,No
13a_1602,4,No
13a_1603,4,No
13a_1604,5,No
13a_1605,4,No
