Name,Genus-3D,L-space
12a_775,2,No
12a_776,4,No
12a_777,4,No
12a_778,4,No
12a_779,3,No
12a_780,3,No
12a_781,3,No
12a_782,3,No
12a_783,3,No
12a_784,4,No
12a_785,4,No
12a_786,3,No
12a_787,2,No
12a_788,4,No
12a_789,4,No
12a_790,3,No
12a_791,3,No
12a_792,2,No
12a_793,4,No
12a_794,4,No
12a_795,3,No
12a_796,3,No
12a_797,2,No
12a_798,3,No
12a_799,3,No
12a_800,3,No
12a_801,4,No
12a_802,2,No
12a_803,1,No
12a_804,4,No
12a_805,5,No
12a_806,4,No
12a_807,4,No
12a_808,3,No
12a_809,4,No
12a_810,3,No
12a_811,4,No
12a_812,3,No
12a_813,4,No
12a_814,3,No
12a_815,5,No
12a_816,4,No
12a_817,4,No
12a_818,4,No
12a_819,5,No
12a_820,4,No
12a_821,3,No
12a_822,4,No
12a_823,3,No
12a_824,5,No
12a_825,4,No
12a_826,4,No
12a_827,3,No
12a_828,3,No
12a_829,4,No
12a_830,4,No
12a_831,4,No
12a_832,4,No
12a_833,4,No
12a_834,3,No
12a_835,5,No
12a_836,4,No
12a_837,4,No
12a_838,5,No
12a_839,4,No
12a_840,4,No
12a_841,3,No
12a_842,3,No
12a_843,3,No
12a_844,4,No
12a_845,3,No
12a_846,4,No
12a_847,4,No
12a_848,4,No
12a_849,3,No
12a_850,5,No
12a_851,4,No
12a_852,4,No
12a_853,3,No
12a_854,3,No
12a_855,4,No
12a_856,3,No
12a_857,4,No
12a_858,3,No
12a_859,5,No
12a_860,4,No
12a_861,4,No
12a_862,3,No
12a_863,3,No
12a_864,5,No
12a_865,4,No
12a_866,4,No
12a_867,4,No
12a_868,4,No
12a_869,5,No
12a_870,4,No
12a_871,4,No
12a_872,3,No
12a_873,3,No
12a_874,4,No
12a_875,3,No
12a_876,4,No
12a_877,3,No
12a_878,5,No
12a_879,4,No
12a_880,2,No
12a_881,4,No
12a_882,3,No
12a_883,3,No
12a_884,4,No
12a_885,4,No
12a_886,4,No
12a_887,4,No
12a_888,4,No
12a_889,4,No
12a_890,3,No
12a_891,4,No
12a_892,3,No
12a_893,4,No
12a_894,4,No
12a_895,4,No
12a_896,4,No
12a_897,3,No
12a_898,5,No
12a_899,4,No
12a_900,3,No
12a_901,4,No
12a_902,3,No
12a_903,3,No
12a_904,4,No
12a_905,3,No
12a_906,4,No
12a_907,4,No
12a_908,3,No
12a_909,5,No
12a_910,4,No
12a_911,4,No
12a_912,3,No
12a_913,4,No
12a_914,3,No
12a_915,3,No
12a_916,5,No
12a_917,4,No
12a_918,4,No
12a_919,3,No
12a_920,5,No
12a_921,4,No
12a_922,4,No
12a_923,4,No
12a_924,3,No
12a_925,4,No
12a_926,4,No
12a_927,3,No
12a_928,4,No
12a_929,4,No
12a_930,4,No
12a_931,3,No
12a_932,4,No
12a_933,4,No
12a_934,4,No
12a_935,4,No
12a_936,3,No
12a_937,4,No
12a_938,3,No
12a_939,2,No
12a_940,3,No
12a_941,4,No
12a_942,3,No
12a_943,3,No
12a_944,4,No
12a_945,3,No
12a_946,4,No
12a_947,3,No
12a_948,4,No
12a_949,4,No
12a_950,3,No
12a_951,4,No
12a_952,4,No
12a_953,3,No
12a_954,4,No
12a_955,3,No
12a_956,4,No
12a_957,3,No
12a_958,4,No
12a_959,3,No
12a_960,3,No
12a_961,4,No
12a_962,4,No
12a_963,3,No
12a_964,4,No
12a_965,4,No
12a_966,4,No
12a_967,3,No
12a_968,4,No
12a_969,3,No
12a_970,4,No
12a_971,3,No
12a_972,4,No
12a_973,3,No
12a_974,2,No
12a_975,3,No
12a_976,3,No
12a_977,4,No
12a_978,3,No
12a_979,4,No
12a_980,4,No
12a_981,5,No
12a_982,4,No
12a_983,3,No
12a_984,5,No
12a_985,4,No
12a_986,4,No
12a_987,4,No
12a_988,4,No
12a_989,3,No
12a_990,4,No
12a_991,4,No
12a_992,4,No
12a_993,4,No
12a_994,4,No
12a_995,3,No
12a_996,2,No
12a_997,4,No
12a_998,4,No
12a_999,5,No
12a_1000,4,No
12a_1001,3,No
12a_1002,5,No
12a_1003,4,No
12a_1004,3,No
12a_1005,4,No
12a_1006,4,No
12a_1007,4,No
12a_1008,3,No
12a_1009,4,No
12a_1010,3,No
12a_1011,5,No
12a_1012,4,No
12a_1013,5,No
12a_1014,4,No
12a_1015,4,No
12a_1016,3,No
12a_1017,4,No
12a_1018,3,No
12a_1019,4,No
12a_1020,4,No
12a_1021,4,No
12a_1022,3,No
12a_1023,4,No
12a_1024,3,No
12a_1025,4,No
12a_1026,3,No
12a_1027,5,No
12a_1028,4,No
12a_1029,4,No
12a_1030,3,No
12a_1031,4,No
12a_1032,3,No
12a_1033,3,No
12a_1034,2,No
12a_1035,3,No
12a_1036,4,No
12a_1037,2,No
12a_1038,3,No
12a_1039,4,No
12a_1040,3,No
12a_1041,4,No
12a_1042,4,No
12a_1043,3,No
12a_1044,3,No
12a_1045,4,No
12a_1046,3,No
12a_1047,5,No
12a_1048,4,No
12a_1049,4,No
12a_1050,4,No
12a_1051,5,No
12a_1052,4,No
12a_1053,4,No
12a_1054,4,No
12a_1055,3,No
12a_1056,4,No
12a_1057,3,No
12a_1058,3,No
12a_1059,4,No
12a_1060,4,No
12a_1061,4,No
12a_1062,3,No
12a_1063,3,No
12a_1064,4,No
12a_1065,4,No
12a_1066,4,No
12a_1067,4,No
12a_1068,3,No
12a_1069,3,No
12a_1070,4,No
12a_1071,4,No
12a_1072,4,No
12a_1073,3,No
12a_1074,4,No
12a_1075,3,No
12a_1076,4,No
12a_1077,3,No
12a_1078,4,No
12a_1079,4,No
12a_1080,4,No
12a_1081,4,No
12a_1082,4,No
12a_1083,4,No
12a_1084,4,No
12a_1085,3,No
12a_1086,3,No
12a_1087,4,No
12a_1088,4,No
12a_1089,4,No
12a_1090,3,No
12a_1091,4,No
12a_1092,4,No
12a_1093,4,No
12a_1094,3,No
12a_1095,3,No
12a_1096,4,No
12a_1097,2,No
12a_1098,3,No
12a_1099,4,No
12a_1100,4,No
12a_1101,4,No
12a_1102,4,No
12a_1103,3,No
12a_1104,4,No
12a_1105,4,No
12a_1106,3,No
12a_1107,4,No
12a_1108,3,No
12a_1109,4,No
12a_1110,3,No
12a_1111,4,No
12a_1112,3,No
12a_1113,2,No
12a_1114,5,No
12a_1115,4,No
12a_1116,4,No
12a_1117,3,No
12a_1118,3,No
12a_1119,4,No
12a_1120,5,No
12a_1121,4,No
12a_1122,4,No
12a_1123,4,No
12a_1124,3,No
12a_1125,3,No
12a_1126,2,No
12a_1127,2,No
12a_1128,5,No
12a_1129,4,No
12a_1130,4,No
12a_1131,4,No
12a_1132,3,No
12a_1133,3,No
12a_1134,5,No
12a_1135,4,No
12a_1136,4,No
12a_1137,3,No
12a_1138,3,No
12a_1139,2,No
12a_1140,3,No
12a_1141,4,No
12a_1142,3,No
12a_1143,3,No
12a_1144,2,No
12a_1145,4,No
12a_1146,3,No
12a_1147,4,No
12a_1148,3,No
12a_1149,2,No
12a_1150,4,No
12a_1151,3,No
12a_1152,4,No
12a_1153,4,No
12a_1154,3,No
12a_1155,3,No
12a_1156,4,No
12a_1157,4,No
12a_1158,3,No
12a_1159,3,No
12a_1160,2,No
12a_1161,2,No
12a_1162,3,No
12a_1163,2,No
12a_1164,3,No
12a_1165,2,No
12a_1166,1,No
12a_1167,4,No
12a_1168,5,No
12a_1169,4,No
12a_1170,4,No
12a_1171,3,No
12a_1172,4,No
12a_1173,3,No
12a_1174,4,No
12a_1175,4,No
12a_1176,5,No
12a_1177,4,No
12a_1178,4,No
12a_1179,3,No
12a_1180,4,No
12a_1181,3,No
12a_1182,4,No
12a_1183,3,No
12a_1184,4,No
12a_1185,3,No
12a_1186,4,No
12a_1187,4,No
12a_1188,4,No
12a_1189,3,No
12a_1190,4,No
12a_1191,5,No
12a_1192,4,No
12a_1193,4,No
12a_1194,4,No
12a_1195,4,No
12a_1196,4,No
12a_1197,4,No
12a_1198,3,No
12a_1199,5,No
12a_1200,4,No
12a_1201,4,No
12a_1202,2,No
12a_1203,5,No
12a_1204,4,No
12a_1205,3,No
12a_1206,3,No
12a_1207,4,No
12a_1208,3,No
12a_1209,5,No
12a_1210,5,No
12a_1211,5,No
12a_1212,5,No
12a_1213,4,No
12a_1214,5,No
12a_1215,5,No
12a_1216,4,No
12a_1217,3,No
12a_1218,5,No
12a_1219,5,No
12a_1220,5,No
12a_1221,5,No
12a_1222,5,No
12a_1223,5,No
12a_1224,4,No
12a_1225,5,No
12a_1226,5,No
12a_1227,5,No
12a_1228,4,No
12a_1229,5,No
12a_1230,5,No
12a_1231,5,No
12a_1232,4,No
12a_1233,5,No
12a_1234,4,No
12a_1235,5,No
12a_1236,4,No
12a_1237,4,No
12a_1238,5,No
12a_1239,4,No
12a_1240,4,No
12a_1241,3,No
12a_1242,4,No
12a_1243,3,No
12a_1244,4,No
12a_1245,3,No
12a_1246,5,No
12a_1247,4,No
12a_1248,5,No
12a_1249,5,No
12a_1250,5,No
12a_1251,3,No
12a_1252,4,No
12a_1253,5,No
12a_1254,5,No
12a_1255,5,No
12a_1256,4,No
12a_1257,4,No
12a_1258,5,No
12a_1259,4,No
12a_1260,5,No
12a_1261,4,No
12a_1262,4,No
12a_1263,3,No
12a_1264,4,No
12a_1265,3,No
12a_1266,3,No
12a_1267,3,No
12a_1268,4,No
12a_1269,3,No
12a_1270,4,No
12a_1271,3,No
12a_1272,4,No
12a_1273,5,No
12a_1274,4,No
12a_1275,3,No
12a_1276,4,No
12a_1277,3,No
12a_1278,3,No
12a_1279,2,No
12a_1280,4,No
12a_1281,3,No
12a_1282,2,No
12a_1283,5,No
12a_1284,4,No
12a_1285,4,No
12a_1286,3,No
12a_1287,1,No
12a_1288,5,No
12n_1,3,No
12n_2,4,No
12n_3,3,No
12n_4,3,No
12n_5,3,No
12n_6,4,No
12n_7,3,No
12n_8,4,No
12n_9,3,No
12n_10,3,No
12n_11,2,No
12n_12,3,No
12n_13,2,No
12n_14,3,No
12n_15,3,No
12n_16,4,No
12n_17,3,No
12n_18,3,No
12n_19,3,No
12n_20,3,No
12n_21,3,No
12n_22,4,No
12n_23,2,No
12n_24,3,No
12n_25,2,No
12n_26,3,No
12n_27,4,No
12n_28,3,No
12n_29,3,No
12n_30,4,No
12n_31,3,No
12n_32,3,No
12n_33,4,No
12n_34,2,No
12n_35,3,No
12n_36,3,No
12n_37,4,No
12n_38,3,No
12n_39,3,No
12n_40,4,No
12n_41,3,No
12n_42,3,No
12n_43,4,No
12n_44,3,No
12n_45,3,No
12n_46,2,No
12n_47,3,No
12n_48,2,No
12n_49,2,No
12n_50,3,No
12n_51,2,No
12n_52,3,No
12n_53,2,No
12n_54,3,No
12n_55,3,No
12n_56,3,No
12n_57,2,No
12n_58,3,No
12n_59,4,No
12n_60,4,No
12n_61,4,No
12n_62,3,No
12n_63,3,No
12n_64,4,No
12n_65,2,No
12n_66,3,No
12n_67,4,No
12n_68,4,No
12n_69,3,No
12n_70,3,No
12n_71,4,No
12n_72,3,No
12n_73,3,No
12n_74,4,No
12n_75,3,No
12n_76,3,No
12n_77,3,No
12n_78,2,No
12n_79,2,No
12n_80,3,No
12n_81,3,No
12n_82,3,No
12n_83,3,No
12n_84,3,No
12n_85,3,No
12n_86,3,No
12n_87,3,No
12n_88,3,No
12n_89,4,No
12n_90,4,No
12n_91,4,No
12n_92,4,No
12n_93,4,No
12n_94,3,No
12n_95,3,No
12n_96,3,No
12n_97,3,No
12n_98,4,No
12n_99,3,No
12n_100,3,No
12n_101,3,No
12n_102,3,No
12n_103,4,No
12n_104,4,No
12n_105,4,No
12n_106,4,No
12n_107,4,No
12n_108,3,No
12n_109,3,No
12n_110,3,No
12n_111,3,No
12n_112,3,No
12n_113,4,No
12n_114,4,No
12n_115,4,No
12n_116,3,No
12n_117,3,No
12n_118,3,No
12n_119,3,No
12n_120,3,No
12n_121,2,No
12n_122,4,No
12n_123,3,No
12n_124,2,No
12n_125,4,No
12n_126,3,No
12n_127,4,No
12n_128,3,No
12n_129,3,No
12n_130,3,No
12n_131,3,No
12n_132,3,No
12n_133,3,No
12n_134,4,No
12n_135,4,No
12n_136,4,No
12n_137,4,No
12n_138,4,No
12n_139,4,No
12n_140,3,No
12n_141,3,No
12n_142,3,No
12n_143,3,No
12n_144,3,No
12n_145,2,No
12n_146,2,No
12n_147,3,No
12n_148,3,No
12n_149,2,No
12n_150,4,No
12n_151,3,No
12n_152,3,No
12n_153,4,No
12n_154,3,No
12n_155,3,No
12n_156,4,No
12n_157,3,No
12n_158,3,No
12n_159,3,No
12n_160,3,No
12n_161,3,No
12n_162,3,No
12n_163,4,No
12n_164,3,No
12n_165,3,No
12n_166,4,No
12n_167,3,No
12n_168,3,No
12n_169,3,No
12n_170,2,No
12n_171,2,No
12n_172,4,No
12n_173,4,No
12n_174,4,No
12n_175,4,No
12n_176,2,No
12n_177,3,No
12n_178,3,No
12n_179,3,No
12n_180,3,No
12n_181,3,No
12n_182,4,No
12n_183,3,No
12n_184,3,No
12n_185,4,No
12n_186,4,No
12n_187,4,No
12n_188,4,No
12n_189,4,No
12n_190,4,No
12n_191,4,No
12n_192,4,No
12n_193,3,No
12n_194,3,No
12n_195,3,No
12n_196,3,No
12n_197,3,No
12n_198,3,No
12n_199,3,No
12n_200,2,No
12n_201,3,No
12n_202,3,No
12n_203,3,No
12n_204,3,No
12n_205,4,No
12n_206,4,No
12n_207,4,No
12n_208,3,No
12n_209,3,No
12n_210,3,No
12n_211,3,No
12n_212,3,No
12n_213,3,No
12n_214,3,No
12n_215,3,No
12n_216,3,No
12n_217,3,No
12n_218,3,No
12n_219,4,No
12n_220,4,No
12n_221,3,No
12n_222,3,No
12n_223,3,No
12n_224,3,No
12n_225,2,No
12n_226,4,No
12n_227,4,No
12n_228,4,No
12n_229,4,No
12n_230,3,No
12n_231,3,No
12n_232,2,No
12n_233,4,No
12n_234,4,No
12n_235,4,No
12n_236,3,No
12n_237,3,No
12n_238,3,No
12n_239,3,No
12n_240,3,No
12n_241,3,No
12n_242,5,Yes
12n_243,4,No
12n_244,4,No
12n_245,3,No
12n_246,2,No
12n_247,2,No
12n_248,2,No
12n_249,2,No
12n_250,2,No
12n_251,3,No
12n_252,3,No
12n_253,3,No
12n_254,3,No
12n_255,3,No
12n_256,3,No
12n_257,3,No
12n_258,2,No
12n_259,3,No
12n_260,2,No
12n_261,4,No
12n_262,3,No
12n_263,3,No
12n_264,3,No
12n_265,3,No
12n_266,3,No
12n_267,3,No
12n_268,2,No
12n_269,3,No
12n_270,2,No
12n_271,3,No
12n_272,3,No
12n_273,3,No
12n_274,2,No
12n_275,2,No
12n_276,3,No
12n_277,3,No
12n_278,2,No
12n_279,2,No
12n_280,3,No
12n_281,3,No
12n_282,2,No
12n_283,4,No
12n_284,3,No
12n_285,3,No
12n_286,2,No
12n_287,4,No
12n_288,2,No
12n_289,3,No
12n_290,3,No
12n_291,3,No
12n_292,4,No
12n_293,2,No
12n_294,4,No
12n_295,3,No
12n_296,4,No
12n_297,3,No
12n_298,3,No
12n_299,3,No
12n_300,3,No
12n_301,4,No
12n_302,3,No
12n_303,3,No
12n_304,3,No
12n_305,4,No
12n_306,2,No
12n_307,2,No
12n_308,3,No
12n_309,3,No
12n_310,2,No
12n_311,2,No
12n_312,3,No
12n_313,2,No
12n_314,3,No
12n_315,3,No
12n_316,3,No
12n_317,3,No
12n_318,3,No
12n_319,3,No
12n_320,3,No
12n_321,2,No
12n_322,2,No
12n_323,2,No
12n_324,2,No
12n_325,3,No
12n_326,4,No
12n_327,4,No
12n_328,4,No
12n_329,3,No
12n_330,3,No
12n_331,3,No
12n_332,2,No
12n_333,2,No
12n_334,2,No
12n_335,3,No
12n_336,3,No
12n_337,3,No
12n_338,4,No
12n_339,3,No
12n_340,3,No
12n_341,3,No
12n_342,2,No
12n_343,2,No
12n_344,4,No
12n_345,4,No
12n_346,4,No
12n_347,3,No
12n_348,3,No
12n_349,3,No
12n_350,3,No
12n_351,3,No
12n_352,3,No
12n_353,3,No
12n_354,3,No
12n_355,3,No
12n_356,3,No
12n_357,3,No
12n_358,2,No
12n_359,2,No
12n_360,2,No
12n_361,3,No
12n_362,3,No
12n_363,3,No
12n_364,3,No
12n_365,3,No
12n_366,3,No
12n_367,3,No
12n_368,4,No
12n_369,4,No
12n_370,3,No
12n_371,3,No
12n_372,3,No
12n_373,3,No
12n_374,4,No
12n_375,3,No
12n_376,4,No
12n_377,3,No
12n_378,3,No
12n_379,3,No
12n_380,3,No
12n_381,2,No
12n_382,2,No
12n_383,2,No
12n_384,3,No
12n_385,3,No
12n_386,4,No
12n_387,4,No
12n_388,3,No
12n_389,3,No
12n_390,3,No
12n_391,3,No
12n_392,3,No
12n_393,2,No
12n_394,2,No
12n_395,3,No
12n_396,3,No
12n_397,3,No
12n_398,3,No
12n_399,3,No
12n_400,3,No
12n_401,3,No
12n_402,3,No
12n_403,3,No
12n_404,2,No
12n_405,4,No
12n_406,3,No
12n_407,3,No
12n_408,3,No
12n_409,3,No
12n_410,3,No
12n_411,2,No
12n_412,3,No
12n_413,3,No
12n_414,2,No
12n_415,3,No
12n_416,4,No
12n_417,4,No
12n_418,4,No
12n_419,4,No
12n_420,3,No
12n_421,3,No
12n_422,3,No
12n_423,3,No
12n_424,4,No
12n_425,4,No
12n_426,4,No
12n_427,4,No
12n_428,4,No
12n_429,2,No
12n_430,2,No
12n_431,3,No
12n_432,2,No
12n_433,3,No
12n_434,3,No
12n_435,3,No
12n_436,3,No
12n_437,3,No
12n_438,3,No
12n_439,3,No
12n_440,3,No
12n_441,3,No
12n_442,2,No
12n_443,2,No
12n_444,2,No
12n_445,3,No
12n_446,3,No
12n_447,3,No
12n_448,4,No
12n_449,3,No
12n_450,3,No
12n_451,3,No
12n_452,2,No
12n_453,3,No
12n_454,3,No
12n_455,3,No
12n_456,3,No
12n_457,2,No
12n_458,4,No
12n_459,4,No
12n_460,3,No
12n_461,3,No
12n_462,2,No
12n_463,3,No
12n_464,2,No
12n_465,4,No
12n_466,4,No
12n_467,4,No
12n_468,4,No
12n_469,3,No
12n_470,3,No
12n_471,3,No
12n_472,5,No
12n_473,4,No
12n_474,4,No
12n_475,3,No
12n_476,3,No
12n_477,3,No
12n_478,2,No
12n_479,2,No
12n_480,3,No
12n_481,3,No
12n_482,3,No
12n_483,2,No
12n_484,3,No
12n_485,3,No
12n_486,3,No
12n_487,3,No
12n_488,3,No
12n_489,3,No
12n_490,2,No
12n_491,3,No
12n_492,3,No
12n_493,3,No
12n_494,4,No
12n_495,3,No
12n_496,3,No
12n_497,3,No
12n_498,2,No
12n_499,3,No
12n_500,3,No
12n_501,2,No
12n_502,4,No
12n_503,3,No
12n_504,4,No
12n_505,3,No
12n_506,3,No
12n_507,3,No
12n_508,4,No
12n_509,4,No
12n_510,3,No
12n_511,3,No
12n_512,3,No
12n_513,3,No
12n_514,3,No
12n_515,3,No
12n_516,3,No
12n_517,4,No
12n_518,4,No
12n_519,2,No
12n_520,2,No
12n_521,4,No
12n_522,3,No
12n_523,2,No
12n_524,3,No
12n_525,3,No
12n_526,4,No
12n_527,3,No
12n_528,3,No
12n_529,3,No
12n_530,3,No
12n_531,4,No
12n_532,3,No
12n_533,4,No
12n_534,3,No
12n_535,2,No
12n_536,3,No
12n_537,3,No
12n_538,4,No
12n_539,4,No
12n_540,3,No
12n_541,3,No
12n_542,3,No
12n_543,3,No
12n_544,3,No
12n_545,3,No
12n_546,3,No
12n_547,2,No
12n_548,3,No
12n_549,3,No
12n_550,2,No
12n_551,3,No
12n_552,3,No
12n_553,2,No
12n_554,2,No
12n_555,3,No
12n_556,2,No
12n_557,3,No
12n_558,3,No
12n_559,3,No
12n_560,3,No
12n_561,2,No
12n_562,2,No
12n_563,2,No
12n_564,2,No
12n_565,3,No
12n_566,2,No
12n_567,3,No
12n_568,3,No
12n_569,3,No
12n_570,4,No
12n_571,4,No
12n_572,3,No
12n_573,3,No
12n_574,5,No
12n_575,4,No
12n_576,4,No
12n_577,3,No
12n_578,3,No
12n_579,3,No
12n_580,2,No
12n_581,3,No
12n_582,2,No
12n_583,2,No
12n_584,3,No
12n_585,3,No
12n_586,3,No
12n_587,3,No
12n_588,3,No
12n_589,3,No
12n_590,4,No
12n_591,4,No
12n_592,4,No
12n_593,3,No
12n_594,3,No
12n_595,3,No
12n_596,3,No
12n_597,3,No
12n_598,3,No
12n_599,4,No
12n_600,3,No
12n_601,3,No
12n_602,3,No
12n_603,4,No
12n_604,4,No
12n_605,4,No
12n_606,3,No
12n_607,3,No
12n_608,2,No
12n_609,4,No
12n_610,4,No
12n_611,3,No
12n_612,3,No
12n_613,4,No
12n_614,3,No
12n_615,4,No
12n_616,3,No
12n_617,3,No
12n_618,4,No
12n_619,4,No
12n_620,3,No
12n_621,3,No
12n_622,4,No
12n_623,4,No
12n_624,4,No
12n_625,4,No
12n_626,3,No
12n_627,4,No
12n_628,3,No
12n_629,3,No
12n_630,3,No
12n_631,3,No
12n_632,4,No
12n_633,3,No
12n_634,3,No
12n_635,4,No
12n_636,3,No
12n_637,3,No
12n_638,3,No
12n_639,4,No
12n_640,4,No
12n_641,4,No
12n_642,2,No
12n_643,3,No
12n_644,3,No
12n_645,3,No
12n_646,4,No
12n_647,4,No
12n_648,4,No
12n_649,4,No
12n_650,2,No
12n_651,3,No
12n_652,4,No
12n_653,4,No
12n_654,3,No
12n_655,3,No
12n_656,3,No
12n_657,4,No
12n_658,4,No
12n_659,3,No
12n_660,3,No
12n_661,3,No
12n_662,3,No
12n_663,4,No
12n_664,4,No
12n_665,3,No
12n_666,4,No
12n_667,3,No
12n_668,4,No
12n_669,3,No
12n_670,4,No
12n_671,4,No
12n_672,3,No
12n_673,4,No
12n_674,4,No
12n_675,4,No
12n_676,3,No
12n_677,3,No
12n_678,3,No
12n_679,5,No
12n_680,4,No
12n_681,4,No
12n_682,4,No
12n_683,4,No
12n_684,4,No
12n_685,3,No
12n_686,4,No
12n_687,3,No
12n_688,5,No
12n_689,4,No
12n_690,3,No
12n_691,4,No
12n_692,4,No
12n_693,4,No
12n_694,4,No
12n_695,4,No
12n_696,4,No
12n_697,4,No
12n_698,3,No
12n_699,2,No
12n_700,3,No
12n_701,2,No
12n_702,3,No
12n_703,4,No
12n_704,2,No
12n_705,3,No
12n_706,4,No
12n_707,4,No
12n_708,4,No
12n_709,4,No
12n_710,3,No
12n_711,4,No
12n_712,3,No
12n_713,3,No
12n_714,3,No
12n_715,2,No
12n_716,3,No
12n_717,3,No
12n_718,3,No
12n_719,3,No
12n_720,3,No
12n_721,4,No
12n_722,4,No
12n_723,3,No
12n_724,3,No
12n_725,5,No
12n_726,2,No
12n_727,3,No
12n_728,4,No
12n_729,3,No
12n_730,3,No
12n_731,3,No
12n_732,3,No
12n_733,3,No
12n_734,3,No
12n_735,2,No
12n_736,3,No
12n_737,3,No
12n_738,3,No
12n_739,4,No
12n_740,3,No
12n_741,3,No
12n_742,3,No
12n_743,2,No
12n_744,3,No
12n_745,3,No
12n_746,3,No
12n_747,4,No
12n_748,4,No
12n_749,3,No
12n_750,3,No
12n_751,4,No
12n_752,3,No
12n_753,3,No
12n_754,4,No
12n_755,3,No
12n_756,3,No
12n_757,3,No
12n_758,3,No
12n_759,2,No
12n_760,3,No
12n_761,4,No
12n_762,4,No
12n_763,3,No
12n_764,3,No
12n_765,3,No
12n_766,3,No
12n_767,4,No
12n_768,3,No
12n_769,3,No
12n_770,3,No
12n_771,3,No
12n_772,3,No
12n_773,3,No
12n_774,2,No
12n_775,4,No
12n_776,4,No
12n_777,3,No
12n_778,3,No
12n_779,3,No
12n_780,3,No
12n_781,4,No
12n_782,3,No
12n_783,3,No
12n_784,4,No
12n_785,2,No
12n_786,3,No
12n_787,4,No
12n_788,3,No
12n_789,3,No
12n_790,4,No
12n_791,4,No
12n_792,4,No
12n_793,3,No
12n_794,3,No
12n_795,2,No
12n_796,3,No
12n_797,2,No
12n_798,3,No
12n_799,3,No
12n_800,4,No
12n_801,2,No
12n_802,4,No
12n_803,4,No
12n_804,4,No
12n_805,3,No
12n_806,3,No
12n_807,3,No
12n_808,3,No
12n_809,2,No
12n_810,3,No
12n_811,3,No
12n_812,3,No
12n_813,3,No
12n_814,2,No
12n_815,2,No
12n_816,3,No
12n_817,3,No
12n_818,3,No
12n_819,3,No
12n_820,4,No
12n_821,4,No
12n_822,4,No
12n_823,3,No
12n_824,3,No
12n_825,3,No
12n_826,3,No
12n_827,4,No
12n_828,3,No
12n_829,4,No
12n_830,3,No
12n_831,4,No
12n_832,3,No
12n_833,3,No
12n_834,3,No
12n_835,3,No
12n_836,3,No
12n_837,4,No
12n_838,2,No
12n_839,4,No
12n_840,4,No
12n_841,3,No
12n_842,4,No
12n_843,3,No
12n_844,3,No
12n_845,3,No
12n_846,2,No
12n_847,3,No
12n_848,4,No
12n_849,3,No
12n_850,4,No
12n_851,3,No
12n_852,4,No
12n_853,3,No
12n_854,3,No
12n_855,3,No
12n_856,2,No
12n_857,4,No
12n_858,3,No
12n_859,4,No
12n_860,3,No
12n_861,3,No
12n_862,3,No
12n_863,3,No
12n_864,4,No
12n_865,4,No
12n_866,4,No
12n_867,3,No
12n_868,2,No
12n_869,3,No
12n_870,3,No
12n_871,3,No
12n_872,4,No
12n_873,4,No
12n_874,4,No
12n_875,4,No
12n_876,3,No
12n_877,4,No
12n_878,3,No
12n_879,4,No
12n_880,3,No
12n_881,2,No
12n_882,4,No
12n_883,3,No
12n_884,2,No
12n_885,3,No
12n_886,3,No
12n_887,4,No
12n_888,5,No
13a_1,4,No
13a_2,4,No
13a_3,4,No
13a_4,4,No
13a_5,3,No
13a_6,4,No
13a_7,4,No
13a_8,4,No
13a_9,3,No
13a_10,4,No
13a_11,4,No
13a_12,3,No
13a_13,4,No
13a_14,4,No
13a_15,3,No
13a_16,5,No
13a_17,4,No
13a_18,4,No
13a_19,4,No
13a_20,3,No
13a_21,3,No
13a_22,4,No
13a_23,4,No
13a_24,4,No
13a_25,4,No
13a_26,3,No
13a_27,4,No
13a_28,4,No
13a_29,4,No
13a_30,4,No
13a_31,4,No
13a_32,4,No
13a_33,4,No
13a_34,4,No
13a_35,4,No
13a_36,3,No
13a_37,4,No
13a_38,4,No
13a_39,4,No
13a_40,4,No
13a_41,3,No
13a_42,4,No
13a_43,4,No
13a_44,3,No
13a_45,4,No
13a_46,4,No
13a_47,4,No
13a_48,5,No
13a_49,4,No
13a_50,4,No
13a_51,4,No
13a_52,3,No
13a_53,4,No
13a_54,4,No
13a_55,3,No
13a_56,4,No
13a_57,4,No
13a_58,4,No
13a_59,3,No
13a_60,3,No
13a_61,4,No
13a_62,3,No
13a_63,4,No
13a_64,4,No
13a_65,3,No
13a_66,4,No
13a_67,4,No
13a_68,4,No
13a_69,4,No
13a_70,4,No
13a_71,4,No
13a_72,4,No
13a_73,4,No
13a_74,4,No
13a_75,3,No
13a_76,4,No
13a_77,4,No
13a_78,3,No
13a_79,4,No
13a_80,4,No
13a_81,4,No
13a_82,5,No
13a_83,4,No
13a_84,4,No
13a_85,5,No
13a_86,4,No
13a_87,4,No
13a_88,4,No
13a_89,3,No
13a_90,3,No
13a_91,3,No
13a_92,3,No
13a_93,4,No
13a_94,3,No
13a_95,3,No
13a_96,4,No
13a_97,3,No
13a_98,4,No
13a_99,3,No
13a_100,4,No
13a_101,3,No
13a_102,4,No
13a_103,4,No
13a_104,4,No
13a_105,3,No
13a_106,4,No
13a_107,4,No
13a_108,4,No
13a_109,3,No
13a_110,2,No
13a_111,4,No
13a_112,4,No
13a_113,5,No
13a_114,4,No
13a_115,4,No
13a_116,5,No
13a_117,4,No
13a_118,5,No
13a_119,4,No
